Unnamed: 0,Atom_Index,Charge,Info,DataMass,Source,ElementGuess,AtomicNumber,atom_type,element,chemical_environment,functional_group,hybridization,example_molecule_smiles,group_smarts,atom_specific_smarts,description,uncertainty,smarts_type,matched_mol2_indices
0,6,0.0,C  - C~   |,12.011,oplsaa.lt,C,6,6,C,generic carbon placeholder (unspecified environment),unspecified,unknown,C,[#6],[#6],Underspecified carbon; raw pattern C~ suggests a generic carbon without defined valence or bonding environment.,80,group_smarts,"[(1,), (2,), (5,), (7,), (8,), (9,), (10,), (11,), (16,), (20,), (21,), (22,), (30,), (31,), (34,), (37,)]"
17,72,0.0,C  - C9   | CH2 (SP2) 1-ALKENES,12.011,oplsaa.lt,C,6,72,C,vinylic methylene carbon (sp2) of a terminal 1-alkene (the =CH2 end),alkene (terminal),sp2,C=CC,[CH2X3]=[CX3],[CH2X3]=[CX3],CH2 (sp2) at the terminal end of a 1-alkene double bond.,10,group_smarts,"[(1, 2)]"
19,74,0.0,C  - C8   | CH (SP2) 2-ALKENES,12.011,oplsaa.lt,C,6,74,C,vinylic CH carbon (sp2) in internal (2-) alkenes,alkene (internal),sp2,CC=CC,[CHX3]=[CX3],[CHX3]=[CHX3],CH (sp2) on a disubstituted C=C bond where each vinylic carbon bears one hydrogen (2-alkenes).,10,group_smarts,"[(2, 1)]"
9,142,-0.115,C  - CM   | alkene C (RH-C=) all atom,12.011,oplsaa.lt,C,6,142,C,"Monosubstituted alkene carbon (RH–C=), vinylic CH",alkene,sp2,C=CC,[CHX3]([#6])=[#6X3],[CHX3]([#6])=[C;X3],"Vinylic sp2 carbon in an alkene with one hydrogen and one carbon substituent. Nearest neighbors: one H, one C (single-bond), one vinylic C (double-bond).",10,group_smarts,"[(2, 5, 1)]"
10,143,-0.23,C  - CM   | alkene C (H2-C=) all atom,12.011,oplsaa.lt,C,6,143,C,"Terminal alkene carbon (H2C=), vinylic CH2",alkene,sp2,C=C,[CH2X3]=[#6X3],[CH2X3]=[C;X3],Vinylic sp2 methylene carbon at the terminal position of an alkene. Nearest neighbors: two H and one vinylic C (double-bond).,10,group_smarts,"[(1, 2)]"
17,87,-0.115,"""Alkene RH-C=""",12.011,oplsaa2008.lt,C,6,87,C,Alkene sp2 carbon (RH–C=) with one vinylic hydrogen and one carbon substituent.,alkene (monosubstituted vinylic CH),sp2,CC=CH2,[CHX3](-[#6])=[#6X3],[CHX3](-[#6])=[#6X3],"Vinylic CH in a C=C bond with one carbon substituent. Nearest neighbors: one sp2 carbon (alkene partner), one carbon substituent, and one hydrogen.",8,group_smarts,"[(2, 5, 1)]"
18,88,-0.23,"""Alkene H2-C=""",12.011,oplsaa2008.lt,C,6,88,C,Terminal alkene sp2 carbon (H2C=) bearing two vinylic hydrogens.,alkene (terminal vinylic CH2),sp2,C=CH2,[CH2X3]=[#6X3],[CH2X3]=[#6X3],Terminal vinylic carbon with two hydrogens and a double bond to another carbon. Nearest neighbors: one sp2 carbon and two hydrogens.,8,group_smarts,"[(1, 2)]"
0,165,0.0,C  - CA   | Cipso in styrene,12.011,oplsaa.lt,C,6,165,C,Aromatic ipso carbon of styrene (phenyl carbon bonded to the vinyl substituent),styrene (aryl–vinyl),sp2 (aromatic),c1ccccc1C=C,[c;r6]-[C;X3]=[C;X3],[cH0:1;r6](-[C;X3]=[C;X3]),Ring carbon directly bonded to a vinylic sp2 carbon (CH=CH2) and two adjacent aromatic carbons; no attached hydrogen.,10,group_smarts,"[(5, 2, 1)]"
10,6,0.0,C  - C~   |,12.011,oplsaa2024.lt,C,6,6,C,Generic carbon placeholder (unspecified bonding in source entry),unspecified,unspecified,C,[#6],[#6:1],Ambiguous generic carbon type from source; no clear local environment provided.,80,group_smarts,"[(1,), (2,), (5,), (7,), (8,), (9,), (10,), (11,), (16,), (20,), (21,), (22,), (30,), (31,), (34,), (37,)]"
19,63,0.055,"C  - CT   | all-atom C: CH, i-propyl benzene",12.011,oplsaa2024.lt,C,6,63,C,Benzylic methine in isopropyl benzene (cumene) attached to two alkyl groups and an aromatic ring,alkyl-aryl (benzylic CH),sp3,CC(C)c1ccccc1,[CH]-c,[CH:1](-[cX3])(-[#6X4])-[#6X4],Benzylic CH attached directly to an aromatic carbon and to two sp3 carbon substituents (isopropyl benzene).,15,group_smarts,"[(2, 5)]"
