Unnamed: 0,Atom_Index,Charge,Info,DataMass,Source,ElementGuess,AtomicNumber,atom_type,element,chemical_environment,functional_group,hybridization,example_molecule_smiles,group_smarts,atom_specific_smarts,description,uncertainty,smarts_type,matched_mol2_indices
0,6,0.0,C  - C~   |,12.011,oplsaa.lt,C,6,6,C,generic carbon placeholder (unspecified environment),unspecified,unknown,C,[#6],[#6],Underspecified carbon; raw pattern C~ suggests a generic carbon without defined valence or bonding environment.,80,group_smarts,"[(1,), (2,), (5,), (7,), (8,), (9,), (10,), (11,), (16,), (20,), (21,), (22,), (30,), (31,), (34,), (37,)]"
4,57,-0.12,C  - CT   | CH2 all-atom C: alkanes,12.011,oplsaa.lt,C,6,57,C,methylene carbon (sp3) in alkanes; two carbon neighbors and two hydrogens,alkane (aliphatic sp3),sp3,CCC,[CH2X4]-[CX4],[CH2X4](-[CX4])[CX4],CH2 in alkanes with two sp3 carbon neighbors (internal methylene).,10,group_smarts,"[(21, 22), (30, 31), (31, 34), (34, 37)]"
16,71,0.0,C  - C2   | CH2 (SP3) ALKANES,12.011,oplsaa.lt,C,6,71,C,methylene carbon (sp3) in alkanes; two carbon neighbors and two hydrogens,alkane,sp3,CCC,[CH2X4]-[CX4],[CH2X4](-[CX4])[CX4],"CH2 (sp3) in alkanes, bonded to two sp3 carbons (internal methylene).",10,group_smarts,"[(21, 22), (30, 31), (31, 34), (34, 37)]"
4,136,-0.12,C  - CT   | CH2 all-atom C: alkanes,12.011,oplsaa.lt,C,6,136,C,Secondary alkyl methylene carbon in alkanes,alkane,sp3,CCC,[CH2](-[#6X4])-[#6X4],[CH2](-[#6X4])-[#6X4],Methylene carbon bonded to two sp3 carbons in a saturated hydrocarbon chain. Nearest neighbors: two sp3 C atoms.,5,group_smarts,"[(31, 30, 34), (34, 31, 37)]"
12,81,-0.12,"""Alkane -CH2-""",12.011,oplsaa2008.lt,C,6,81,C,Alkane internal methylene carbon (–CH2–) bonded to two carbons.,alkane (methylene),sp3,CCC,[CH2X4](-[#6X4])-[#6X4],[CH2X4](-[#6X4])-[#6X4],Methylene carbon with two carbon neighbors and two hydrogens. Nearest neighbors: two sp3 carbons.,5,group_smarts,"[(31, 30, 34), (34, 31, 37)]"
10,6,0.0,C  - C~   |,12.011,oplsaa2024.lt,C,6,6,C,Generic carbon placeholder (unspecified bonding in source entry),unspecified,unspecified,C,[#6],[#6:1],Ambiguous generic carbon type from source; no clear local environment provided.,80,group_smarts,"[(1,), (2,), (5,), (7,), (8,), (9,), (10,), (11,), (16,), (20,), (21,), (22,), (30,), (31,), (34,), (37,)]"
14,57,-0.12,C  - CT   | CH2 all-atom C: alkanes,12.011,oplsaa2024.lt,C,6,57,C,"Methylene carbon in alkanes (two C neighbors, two H)",alkane (CH2),sp3,CCCC,[CH2]-[#6X4],[CH2:1](-[#6X4])-[#6X4],Internal or near-terminal methylene in saturated hydrocarbons; two sp3 carbon neighbors.,10,group_smarts,"[(21, 22), (30, 31), (31, 34), (34, 37)]"
3,68,0.0,C  - C3   | CH3 (C2) N-ALKANES,12.011,oplsaa2024.lt,C,6,68,C,terminal methyl in n-alkanes attached to a methylene (not to another methyl),alkane (primary methyl at chain end),sp3,CCC,[CH3]-[CH2]-[#6X4],[CH3]-[CH2;X4]-[#6X4],"Primary methyl carbon bonded to a methylene in a linear alkane (n-alkane, chain length ≥3).",10,group_smarts,"[(37, 34, 31)]"
6,71,0.0,C  - C2   | CH2 (SP3) ALKANES,12.011,oplsaa2024.lt,C,6,71,C,methylene in saturated alkanes (sp3 CH2 between carbons),alkane (methylene),sp3,CCC,[CH2;X4]-[#6X4]-[#6X4],[CH2;X4](-[#6X4])-[#6X4],Aliphatic CH2 bonded to two sp3 carbons in an alkane chain.,10,group_smarts,"[(30, 31, 34), (31, 34, 37)]"
13,135,-0.18,C  - CT   | CH3 all-atom C: alkanes,12.011,oplsaa2024.lt,C,6,135,C,alkyl methyl carbon (sp3) in saturated hydrocarbon,alkane methyl,sp3,CCC,[#6;X4]-[#6;X4],[CH3;X4]-[#6;X4],Terminal methyl carbon in an alkane chain (no heteroatom neighbors). Nearest neighbor: sp3 carbon.,5,group_smarts,"[(21, 22), (30, 31), (31, 34), (34, 37)]"
14,136,-0.12,C  - CT   | CH2 all-atom C: alkanes,12.011,oplsaa2024.lt,C,6,136,C,alkyl methylene carbon (sp3) in saturated hydrocarbon,alkane methylene,sp3,CCCC,[#6;X4]-[#6;X4]-[#6;X4],[CH2;X4](-[#6;X4])(-[#6;X4]),"Internal methylene carbon in an alkane (two sp3 carbon neighbors, two hydrogens).",5,group_smarts,"[(30, 31, 34), (31, 34, 37)]"
15,137,-0.06,C  - CT   | CH all-atom C: alkanes,12.011,oplsaa2024.lt,C,6,137,C,"alkyl methine carbon (sp3, one H) in saturated hydrocarbon",alkane methine,sp3,CC(C)C,[#6;X4]-[#6;X4],[CH;X4](-[#6;X4])(-[#6;X4])(-[#6;X4]),"A saturated methine carbon with three sp3 carbon neighbors and one hydrogen (e.g., isobutane tertiary carbon).",5,group_smarts,"[(21, 22), (30, 31), (31, 34), (34, 37)]"
4,774,0.21,"C  - CT   | "" C in CH2",12.011,oplsaa2024.lt,C,6,774,C,aliphatic methylene carbon in saturated chain,alkane (CH2),sp3,CCC,[CH2],[CH2],"Generic saturated CH2 carbon (two hydrogens, two single-bonded neighbors).",10,group_smarts,"[(1,), (16,), (20,), (21,), (22,), (30,), (31,), (34,)]"
